transactionID,carrierID,customerID,amount,date
2494,1,660,16.64,2007-08-29 05:01:27
2495,2,945,7.37,2007-05-08 01:47:48
2496,2,283,18.11,2009-11-22 16:21:02
2497,3,83,5.21,2005-12-12 15:32:01
2498,1,632,19.29,2007-08-10 04:25:11
2499,3,249,9.26,2008-10-19 02:57:03
2500,1,435,19.54,2009-10-10 00:30:27
2501,3,804,10.29,2009-07-16 06:49:01
2502,3,368,10.73,2008-05-26 21:22:17
2503,1,195,12.1,2007-10-13 06:06:20
2504,1,690,13.85,2007-01-25 02:50:51
2505,2,718,8.74,2009-09-27 00:30:22
2506,3,230,7.23,2009-10-17 06:44:22
2507,1,26,17.2,2005-05-28 15:53:25
2508,2,562,11.08,2005-01-12 18:23:47
2509,1,273,14.55,2005-04-12 14:47:15
2510,3,969,16.3,2007-08-27 21:50:23
2511,1,418,12.94,2007-05-07 11:43:05
2512,3,416,6.15,2006-02-27 21:31:02
2513,2,923,10.17,2005-03-11 05:27:03
2514,3,642,6.89,2009-08-27 15:33:04
2515,3,159,7.74,2008-02-07 15:48:03
2516,3,19,5.58,2005-10-05 07:57:20
2517,1,966,6.04,2008-07-19 19:43:10
2518,2,234,8.84,2009-05-16 01:44:38
2519,1,388,5.0,2008-11-20 14:17:23
2520,3,196,7.37,2006-10-08 15:18:09
2521,1,968,14.89,2005-07-20 20:33:45
2522,2,528,18.64,2009-06-13 00:24:54
2523,2,991,16.05,2008-02-01 12:41:37
2524,2,295,17.92,2009-08-07 20:07:24
2525,3,492,5.49,2007-12-28 16:11:56
2526,3,6,14.2,2007-07-01 02:39:55
2527,3,281,13.09,2009-11-22 01:14:09
2528,1,614,19.23,2007-04-09 14:36:59
2529,3,994,13.38,2009-09-06 14:16:54
2530,1,922,10.97,2007-09-09 04:05:00
2531,3,573,11.89,2007-09-23 01:04:02
2532,3,546,12.28,2009-05-09 14:24:43
2533,2,747,19.05,2008-01-19 17:31:46
2534,2,163,18.73,2008-03-14 09:42:27
2535,2,791,9.42,2008-05-10 18:27:40
2536,2,749,5.24,2007-01-17 02:46:45
2537,2,861,6.28,2005-06-06 13:30:38
2538,3,358,14.57,2008-05-09 23:00:13
2539,1,676,14.08,2005-01-18 07:47:12
2540,3,603,11.25,2006-12-21 18:57:09
2541,3,25,7.02,2008-09-30 21:26:16
2542,1,466,19.53,2006-08-16 14:44:49
2543,1,652,13.29,2005-06-28 23:26:11
2544,1,303,17.39,2008-09-12 03:02:44
2545,1,860,19.98,2005-06-24 19:39:47
2546,2,329,8.06,2007-03-16 08:06:59
2547,3,451,19.25,2005-06-25 13:29:26
2548,2,642,19.71,2006-06-22 16:29:38
2549,1,523,14.18,2007-01-20 18:03:43
2550,2,380,5.54,2006-07-15 10:51:09
2551,1,41,18.2,2009-06-24 02:36:46
2552,3,456,14.57,2007-04-21 17:01:55
2553,3,574,5.87,2007-08-01 00:38:56
2554,1,532,14.53,2005-09-07 18:24:18
2555,1,282,17.9,2007-04-30 23:26:05
2556,1,908,15.46,2006-09-27 11:52:25
2557,3,210,15.59,2008-09-25 23:35:28
2558,2,924,18.47,2005-08-11 09:59:23
2559,1,724,10.43,2008-12-31 21:29:55
2560,1,169,9.26,2005-02-06 15:31:23
2561,3,841,6.12,2009-12-01 07:27:24
2562,3,413,10.18,2008-12-27 01:33:20
2563,1,161,12.85,2005-06-25 20:15:54
2564,2,286,14.48,2005-03-28 11:30:56
2565,3,420,17.72,2009-02-28 21:53:20
2566,1,458,18.05,2006-01-23 21:42:36
2567,3,552,17.14,2005-07-23 03:00:37
2568,3,164,13.94,2009-01-14 12:34:08
2569,3,724,10.29,2007-04-02 09:58:54
2570,3,581,11.43,2007-06-16 23:25:43
2571,1,327,15.54,2005-01-26 09:14:35
2572,3,308,7.66,2009-02-10 07:38:44
2573,2,181,7.26,2005-10-02 01:36:37
2574,3,96,11.66,2005-01-03 14:40:01
2575,1,979,16.14,2005-08-16 19:34:16
2576,2,294,15.38,2008-06-22 18:58:24
2577,2,997,6.01,2009-10-04 07:01:47
2578,1,842,6.87,2007-01-29 11:42:23
2579,2,416,17.32,2006-10-01 16:29:24
2580,3,421,14.22,2009-09-18 13:19:20
2581,3,749,17.35,2006-06-07 09:12:16
2582,3,313,14.33,2006-07-21 07:55:29
2583,3,949,6.85,2007-10-16 19:27:26
2584,1,722,15.43,2005-02-28 12:36:14
2585,1,290,11.19,2006-02-01 06:18:29
2586,3,522,10.58,2006-01-01 11:26:54
2587,2,423,11.19,2007-04-17 13:36:02
2588,1,658,13.47,2005-12-09 19:47:20
2589,3,34,18.68,2007-04-15 07:55:52
2590,3,729,17.76,2007-05-02 18:35:20
2591,2,180,17.19,2007-12-05 22:22:28
2592,3,437,14.81,2005-09-11 21:24:30
2593,3,463,6.64,2005-06-14 20:49:49
2594,3,795,8.04,2007-06-02 21:17:48
2595,1,362,7.0,2005-01-21 05:16:02
2596,1,777,16.44,2009-02-27 15:49:47
2597,2,52,5.11,2009-11-15 04:42:40
2598,3,701,18.07,2005-07-17 15:21:57
2599,3,233,15.73,2007-03-28 10:15:49
2600,3,345,17.58,2008-02-12 05:01:58
2601,3,816,6.69,2007-10-11 06:28:43
2602,2,623,19.82,2005-08-09 03:32:34
2603,2,514,11.89,2008-07-01 02:43:09
2604,3,478,5.39,2009-04-11 12:55:41
2605,3,658,12.73,2005-10-16 09:31:08
2606,3,391,11.0,2007-01-23 22:03:22
2607,1,101,13.25,2009-11-22 07:21:15
2608,2,493,8.08,2007-02-14 00:21:25
2609,2,474,14.89,2009-11-12 11:58:37
2610,1,985,10.1,2009-10-10 01:12:22
2611,3,625,6.11,2006-06-18 07:26:47
2612,1,720,17.56,2005-01-13 11:49:26
2613,3,786,15.19,2006-12-25 23:10:48
2614,1,919,14.27,2005-03-10 08:54:47
2615,1,156,8.26,2008-06-09 00:02:42
2616,3,738,11.51,2008-12-16 08:37:11
2617,2,150,18.11,2006-08-22 08:14:57
2618,2,853,5.28,2007-03-23 06:11:02
2619,1,540,13.64,2009-08-31 22:30:58
2620,1,144,8.19,2006-03-11 14:39:02
2621,1,663,5.94,2005-08-22 09:40:34
2622,2,38,13.67,2008-09-10 08:46:12
2623,1,584,11.31,2006-04-08 18:00:52
2624,1,347,17.53,2005-08-11 14:34:00
2625,3,489,16.6,2007-10-06 22:36:04
2626,3,772,12.26,2005-08-17 15:09:44
2627,2,236,14.52,2006-06-14 19:00:46
2628,1,754,19.0,2005-09-30 17:57:42
2629,1,558,15.41,2009-02-16 07:14:15
2630,2,18,19.24,2008-07-30 00:17:12
2631,3,203,9.98,2009-01-23 20:18:29
2632,3,383,8.53,2008-03-19 11:46:42
2633,1,702,18.38,2009-04-27 16:58:16
2634,2,42,17.85,2006-06-12 00:09:25
2635,3,290,8.16,2006-07-01 18:56:18
2636,3,542,11.46,2006-10-12 04:26:48
2637,2,340,17.3,2007-08-10 18:58:49
2638,1,450,7.6,2006-12-06 06:56:21
2639,3,789,12.59,2007-08-20 14:26:14
2640,2,504,13.0,2005-10-30 08:08:58
2641,3,548,13.48,2006-08-10 01:37:44
2642,3,323,5.86,2009-09-19 17:56:58
2643,1,334,9.9,2005-11-08 18:32:35
2644,3,567,19.7,2005-08-07 11:44:34
2645,1,692,12.27,2008-11-30 16:23:17
2646,1,431,13.6,2007-04-13 09:56:51
2647,3,233,5.56,2009-10-14 19:41:31
2648,3,95,7.79,2006-06-05 08:25:02
2649,1,485,18.63,2009-07-26 06:12:25
2650,2,131,15.52,2009-05-23 20:55:00
2651,2,452,9.98,2007-02-10 01:23:49
2652,2,79,5.71,2009-06-26 01:42:13
2653,3,138,16.03,2009-03-06 12:47:58
2654,1,491,11.41,2008-08-19 02:12:47
2655,3,346,18.47,2009-11-03 15:43:01
2656,3,700,18.88,2007-04-26 11:17:37
2657,3,128,14.85,2005-02-20 13:44:37
2658,2,503,9.69,2005-10-26 23:57:26
2659,3,177,5.06,2008-10-11 01:12:13
2660,3,607,16.31,2005-09-18 20:11:39
2661,1,383,11.16,2008-04-01 12:47:38
2662,3,215,19.89,2009-10-25 03:09:28
2663,1,294,7.76,2007-09-13 18:07:19
2664,1,317,15.15,2005-06-28 06:20:05
2665,3,713,18.02,2007-12-27 13:08:46
2666,3,755,11.08,2006-08-25 18:39:17
2667,2,382,6.79,2006-12-09 13:20:39
2668,1,87,17.71,2006-12-27 11:58:53
2669,2,937,5.37,2007-04-15 15:19:34
2670,1,232,6.81,2006-10-03 20:39:49
2671,2,765,11.78,2008-07-09 17:32:44
2672,2,731,15.49,2009-02-28 13:03:42
2673,2,95,15.7,2008-05-15 12:23:20
2674,2,578,9.11,2009-03-06 17:28:36
2675,3,49,12.67,2009-12-28 05:31:33
2676,2,705,19.82,2008-06-11 19:36:33
2677,1,482,18.76,2008-01-15 03:57:20
2678,1,810,18.3,2009-10-04 00:56:20
2679,1,898,19.62,2007-05-09 06:49:59
2680,3,515,11.99,2009-12-18 10:00:30
2681,3,209,10.43,2008-09-20 18:17:06
2682,1,978,11.64,2007-05-03 05:59:16
2683,1,854,6.4,2007-11-16 05:41:39
2684,2,677,15.46,2005-08-28 13:16:43
2685,1,446,15.23,2007-02-19 00:46:17
2686,2,479,10.24,2006-12-16 06:15:22
2687,1,793,15.65,2009-05-04 17:13:48
2688,3,732,16.43,2008-12-27 05:07:26
2689,2,737,9.45,2009-07-04 10:46:09
2690,1,439,13.46,2009-05-14 05:38:37
2691,3,846,12.11,2006-09-19 10:20:36
2692,2,208,18.15,2009-04-27 17:19:03
2693,3,246,14.11,2006-12-27 07:07:51
2694,3,349,17.77,2005-05-03 13:07:32
2695,2,128,13.42,2008-08-20 23:16:54
2696,1,976,7.96,2009-06-21 00:58:10
2697,1,301,14.59,2009-08-12 07:51:20
2698,2,582,10.61,2006-02-13 11:31:31
2699,2,502,7.4,2006-08-04 09:05:58
2700,2,159,7.9,2007-10-26 12:55:13
2701,2,531,10.23,2007-11-12 06:21:01
2702,3,395,6.24,2007-09-20 11:34:26
2703,1,967,15.6,2007-04-29 07:05:06
2704,2,56,7.71,2008-04-25 01:48:43
2705,1,37,18.15,2008-10-15 18:02:50
2706,2,630,6.91,2008-07-01 03:03:14
2707,1,159,9.65,2009-05-16 19:37:52
2708,3,457,11.15,2005-10-20 09:06:58
2709,3,882,12.35,2009-08-22 00:52:39
2710,3,73,18.63,2006-04-29 18:12:05
2711,1,343,17.89,2005-07-22 17:34:46
2712,3,939,7.77,2005-03-05 07:17:41
2713,2,999,7.32,2008-10-07 15:25:07
2714,3,993,16.38,2008-07-12 10:24:33
2715,3,571,7.82,2006-01-18 16:46:59
2716,3,180,10.16,2008-08-22 06:32:51
2717,1,314,16.71,2007-04-14 20:29:13
2718,1,720,16.76,2005-01-12 10:53:15
2719,3,637,14.58,2009-11-16 09:21:46
2720,2,610,18.64,2009-09-07 15:29:16
2721,1,636,10.32,2007-10-24 11:07:11
2722,3,758,19.22,2007-01-06 12:34:36
2723,2,886,18.72,2008-07-05 16:14:56
2724,1,79,17.61,2008-12-23 16:30:42
2725,3,566,15.77,2007-12-24 10:40:11
2726,1,213,6.61,2008-04-03 07:52:09
2727,3,941,17.09,2005-11-05 01:05:02
2728,1,405,13.7,2008-09-05 08:13:45
2729,1,820,9.64,2007-05-03 09:21:19
2730,3,584,19.27,2008-04-16 22:19:58
2731,1,50,6.95,2007-03-21 19:35:36
2732,3,536,9.98,2006-07-02 20:40:53
2733,1,162,7.27,2007-12-15 00:06:56
2734,3,748,18.43,2005-09-17 17:08:09
2735,1,822,17.48,2007-07-31 04:35:17
2736,3,622,7.82,2008-11-04 10:00:37
2737,2,672,9.74,2008-09-15 15:56:36
2738,3,384,5.14,2006-03-30 16:04:39
2739,1,75,17.63,2006-03-20 13:11:19
2740,2,792,12.13,2006-12-14 14:55:04
2741,3,355,16.12,2006-03-20 09:05:44
2742,3,605,12.11,2008-08-06 04:07:19
2743,1,313,10.16,2008-10-09 22:10:55
2744,1,37,9.36,2007-04-13 23:36:14
2745,3,844,9.12,2008-06-24 21:09:04
2746,3,534,13.69,2008-11-25 15:51:09
2747,3,938,14.45,2007-04-29 22:16:51
2748,2,106,8.35,2008-05-19 03:55:35
2749,1,951,5.77,2008-11-16 00:24:42
2750,3,544,12.24,2006-11-10 05:55:01
2751,3,789,18.44,2005-06-20 19:57:35
2752,3,440,11.89,2007-11-26 13:43:04
2753,3,861,15.64,2005-06-07 07:43:28
2754,1,547,16.52,2007-01-25 20:05:50
2755,1,542,9.16,2009-05-04 18:40:03
2756,1,606,16.41,2007-02-13 22:37:29
2757,1,772,13.85,2006-08-22 11:26:23
2758,3,206,18.35,2007-08-30 20:07:58
2759,3,408,10.74,2008-08-08 08:21:39
2760,3,566,5.28,2007-09-13 11:50:01
2761,1,115,11.08,2008-06-16 06:04:30
2762,1,864,11.27,2008-04-30 04:58:24
2763,1,698,5.67,2005-02-10 07:49:30
2764,3,898,13.05,2005-05-29 18:40:38
2765,3,659,15.0,2007-05-10 14:23:26
2766,3,19,18.14,2009-07-11 17:18:29
2767,2,178,11.85,2006-06-20 04:47:56
2768,3,870,11.49,2007-07-21 20:27:06
2769,1,737,7.08,2009-07-18 09:45:28
2770,1,659,14.76,2005-08-27 17:21:16
2771,1,67,14.38,2008-07-26 02:44:20
2772,3,724,8.92,2005-11-19 09:21:21
2773,3,244,12.67,2009-11-27 23:06:58
2774,1,939,8.92,2008-09-23 12:49:57
2775,2,62,5.35,2007-07-12 08:53:14
2776,3,223,16.14,2006-04-10 03:55:10
2777,3,5,8.78,2005-05-05 22:12:40
2778,3,997,14.5,2009-06-26 05:20:30
2779,1,360,12.02,2006-01-16 09:22:11
2780,3,958,17.28,2006-09-04 08:26:41
2781,2,706,5.23,2008-11-03 19:06:16
2782,3,310,9.36,2006-01-23 16:15:48
2783,2,827,18.39,2008-09-01 02:32:25
2784,1,336,16.49,2007-03-27 13:47:43
2785,1,156,12.32,2006-01-11 02:40:22
2786,3,266,5.86,2007-06-25 00:09:50
2787,2,601,8.6,2005-05-19 03:08:48
2788,2,781,9.95,2007-09-26 21:39:42
2789,3,405,10.92,2007-04-21 02:58:59
2790,1,279,12.38,2006-01-05 21:26:08
2791,1,365,18.47,2006-06-22 23:54:23
2792,2,513,8.44,2006-02-04 05:57:34
2793,3,474,6.93,2005-06-05 08:39:06
2794,3,328,9.4,2005-05-13 14:54:57
2795,3,179,6.26,2007-05-07 16:13:09
2796,1,211,9.87,2009-04-01 22:18:18
2797,2,154,10.62,2008-05-11 01:27:43
2798,2,692,5.6,2005-01-27 01:58:29
2799,3,253,8.41,2007-03-28 15:55:36
2800,1,462,7.74,2005-01-22 20:16:15
2801,1,171,6.94,2008-02-16 20:35:40
2802,1,759,9.75,2006-02-25 12:59:41
2803,3,244,6.87,2005-08-21 05:25:36
2804,3,41,6.07,2008-02-24 12:53:57
2805,2,703,15.2,2006-06-28 14:12:01
2806,1,252,17.19,2007-12-21 02:44:48
2807,1,479,18.23,2005-05-18 09:30:03
2808,3,401,10.5,2008-03-18 18:40:42
2809,1,775,15.85,2008-10-26 23:16:10
2810,3,802,15.43,2006-01-24 13:26:50
2811,1,821,15.61,2009-12-24 00:54:28
2812,1,377,17.97,2009-05-14 01:43:40
2813,1,512,12.61,2006-03-13 21:38:05
2814,2,243,7.41,2005-11-12 03:09:24
2815,2,982,17.7,2009-11-08 07:43:39
2816,1,858,8.65,2005-11-22 13:16:20
2817,3,414,14.33,2006-05-20 08:55:50
2818,2,56,15.88,2007-12-21 21:50:31
2819,1,513,19.51,2006-05-29 08:49:10
2820,3,641,7.46,2007-12-18 09:09:23
2821,1,358,19.53,2005-01-24 16:57:01
2822,1,137,15.63,2009-04-13 22:31:27
2823,1,575,9.6,2008-12-05 13:43:39
2824,3,387,14.95,2007-12-22 09:16:30
2825,3,147,12.84,2006-01-19 13:20:16
2826,2,348,19.01,2006-10-23 15:41:13
2827,2,402,8.53,2008-10-20 08:22:41
2828,3,929,7.93,2006-04-22 13:57:29
2829,3,230,8.52,2005-03-27 15:20:07
2830,3,928,10.3,2009-05-19 23:41:58
2831,1,465,17.19,2006-10-07 19:16:38
2832,2,201,16.29,2009-05-12 13:40:07
2833,2,845,13.68,2009-07-13 13:02:51
2834,1,633,6.79,2006-08-19 19:23:56
2835,2,111,7.57,2006-08-27 08:19:41
2836,3,579,5.81,2008-06-16 10:27:46
2837,3,508,11.03,2007-12-25 19:19:01
2838,1,694,8.59,2007-12-28 16:18:14
2839,2,74,6.33,2009-11-20 07:50:27
2840,2,995,14.44,2008-03-29 11:34:15
2841,3,253,10.05,2005-01-11 02:10:33
2842,1,770,18.06,2008-07-09 15:23:50
2843,3,889,14.86,2008-04-22 16:06:58
2844,2,923,7.07,2005-09-05 19:25:43
2845,2,515,10.89,2005-12-14 12:12:08
2846,2,934,13.01,2006-05-19 22:30:44
2847,1,355,19.98,2007-06-16 20:19:20
2848,3,470,19.03,2008-02-14 09:48:07
2849,3,824,17.81,2007-03-17 16:47:38
2850,1,450,13.97,2007-06-09 05:43:32
2851,1,7,8.99,2005-01-13 03:23:32
2852,1,799,18.83,2005-01-16 15:17:18
2853,3,494,7.62,2005-03-11 11:11:43
2854,3,16,10.62,2008-12-27 04:15:43
2855,3,455,5.47,2009-05-06 12:47:36
2856,1,570,13.85,2009-04-18 07:48:53
2857,2,443,10.36,2006-05-27 06:23:03
2858,2,988,16.87,2009-10-04 13:33:58
2859,2,527,11.65,2005-02-13 16:20:23
2860,1,34,19.69,2006-05-02 01:41:56
2861,3,143,19.2,2006-08-12 01:27:42
2862,2,316,12.57,2007-07-04 01:44:31
2863,1,536,13.06,2009-08-22 06:14:45
2864,3,188,13.18,2008-05-02 22:35:55
2865,1,717,6.47,2005-10-02 16:39:39
2866,3,590,13.8,2009-02-18 12:12:28
2867,2,689,8.02,2008-02-20 04:29:06
2868,2,216,11.05,2005-12-17 20:01:42
2869,2,213,10.16,2007-02-22 14:04:10
2870,2,595,11.11,2005-07-16 18:00:42
2871,2,573,13.91,2009-07-26 15:39:41
2872,3,398,7.01,2006-06-30 08:39:37
2873,3,55,18.62,2009-01-29 14:26:04
2874,3,119,17.82,2005-07-29 04:53:56
2875,2,986,10.24,2007-05-12 01:29:28
2876,2,507,11.11,2005-07-12 04:35:08
2877,2,314,18.86,2007-10-14 12:54:17
2878,1,202,15.33,2006-02-10 17:36:35
2879,2,147,5.01,2007-07-10 06:02:10
2880,3,204,18.32,2005-12-03 22:29:07
2881,3,516,7.88,2008-02-20 04:28:01
2882,2,412,7.48,2005-06-25 19:04:58
2883,1,342,19.27,2006-04-08 13:44:15
2884,2,155,12.43,2006-11-28 05:30:29
2885,1,166,16.46,2008-10-10 07:41:34
2886,1,400,5.0,2008-04-01 15:32:24
2887,3,785,19.08,2009-07-03 19:36:01
2888,2,928,12.56,2007-08-02 16:29:41
2889,2,904,11.31,2007-06-02 17:15:59
2890,3,739,13.01,2007-11-03 20:08:33
2891,1,446,19.23,2009-06-13 18:22:56
2892,3,557,14.85,2006-06-24 09:53:00
2893,2,518,19.07,2007-01-20 05:37:27
2894,2,672,11.58,2009-02-01 08:36:10
2895,2,103,19.92,2007-05-22 00:35:49
2896,1,98,13.37,2007-03-31 01:48:43
2897,1,852,14.78,2006-11-23 07:49:30
2898,2,297,7.28,2009-08-26 13:22:00
2899,3,971,16.27,2006-01-02 15:37:28
2900,1,621,10.94,2007-03-11 18:31:38
2901,3,58,17.07,2006-06-16 01:19:50
2902,1,358,16.77,2005-04-22 07:14:44
2903,3,178,10.08,2006-08-27 02:37:25
2904,2,384,17.78,2008-05-25 15:52:22
2905,3,707,17.41,2008-11-24 20:11:33
2906,2,467,13.49,2005-08-01 22:53:58
2907,1,383,15.88,2007-05-12 06:23:03
2908,1,135,18.12,2009-10-26 14:23:30
2909,2,317,7.01,2007-03-09 02:48:58
2910,2,579,7.55,2008-12-06 00:04:31
2911,3,930,18.24,2009-01-05 02:59:05
2912,2,925,15.54,2008-10-24 03:02:54
2913,1,67,19.59,2007-10-04 05:19:40
2914,3,164,15.61,2005-04-23 18:40:21
2915,1,996,17.77,2005-06-20 07:21:34
2916,3,146,18.39,2006-10-22 08:50:15
2917,3,683,5.23,2006-09-18 09:40:49
2918,3,677,7.64,2009-03-15 08:56:30
2919,3,138,15.76,2009-06-10 14:21:39
2920,2,796,8.94,2006-11-23 07:25:03
2921,3,582,10.07,2009-12-09 18:19:34
2922,3,938,13.96,2005-09-25 09:25:56
2923,3,92,7.71,2007-10-17 22:23:06
2924,3,886,12.5,2008-03-02 11:48:36
2925,1,41,18.68,2006-02-11 22:10:42
2926,2,989,6.54,2005-07-24 14:58:46
2927,1,836,5.84,2006-03-19 08:00:55
2928,1,305,11.81,2007-09-03 16:24:24
2929,3,466,5.9,2008-03-13 18:51:37
2930,1,2,17.36,2007-03-22 01:00:48
2931,2,573,16.02,2007-12-18 02:00:05
2932,3,736,8.26,2009-12-17 09:31:57
2933,3,487,13.12,2008-06-02 07:58:28
2934,3,524,9.73,2008-07-26 07:13:59
2935,3,601,11.35,2005-09-27 18:32:54
2936,1,964,7.12,2005-02-28 22:45:06
2937,3,38,11.84,2006-03-17 03:41:44
2938,3,288,17.31,2009-03-15 18:00:46
2939,3,641,5.11,2009-08-23 12:32:52
2940,2,822,18.35,2008-03-25 14:37:38
2941,2,829,18.84,2007-03-24 01:49:57
2942,2,399,8.84,2007-05-18 05:16:04
2943,2,687,18.84,2007-09-29 05:32:45
2944,2,324,7.36,2006-10-06 19:29:24
2945,2,450,18.45,2008-11-15 02:00:39
2946,2,12,5.12,2007-11-07 23:05:15
2947,1,419,19.48,2008-01-07 13:43:43
2948,1,602,17.76,2005-05-22 21:02:38
2949,1,940,6.48,2008-12-18 19:07:24
2950,2,894,5.71,2008-01-10 13:33:22
2951,2,152,9.06,2006-03-01 01:32:08
2952,2,455,8.49,2008-07-29 04:11:55
2953,3,169,8.66,2007-09-03 19:41:59
2954,1,621,6.43,2005-09-29 07:55:58
2955,2,760,5.54,2007-05-10 06:46:53
2956,2,560,5.94,2009-10-16 01:27:38
2957,3,958,5.51,2005-10-21 08:50:05
2958,2,250,8.61,2006-12-21 09:20:04
2959,3,245,7.68,2009-05-15 22:00:03
2960,1,68,13.35,2009-09-24 03:02:08
2961,1,807,14.86,2007-01-12 04:55:43
2962,2,314,15.39,2006-05-28 06:46:36
2963,3,823,14.11,2005-04-13 21:35:27
2964,2,181,15.59,2009-09-21 19:49:37
2965,1,302,7.5,2005-11-24 14:38:16
2966,1,975,14.52,2007-02-15 22:02:38
2967,3,694,18.48,2005-06-12 02:30:05
2968,1,128,18.98,2008-12-21 12:43:55
2969,1,332,8.66,2006-02-28 09:44:30
2970,3,152,5.33,2005-01-18 07:18:23
2971,2,665,11.71,2005-12-09 23:40:39
2972,1,838,12.5,2007-10-04 20:50:44
2973,2,256,12.05,2006-12-02 06:46:49
2974,3,53,8.46,2006-07-24 07:48:16
2975,3,826,16.43,2008-07-10 03:50:14
2976,3,583,10.4,2007-12-26 18:18:46
2977,1,188,7.44,2006-02-10 20:48:24
2978,2,62,6.07,2007-02-19 17:18:10
2979,2,858,5.39,2009-11-28 18:28:50
2980,1,428,19.89,2005-02-22 21:10:02
2981,2,17,10.6,2005-10-05 17:11:43
2982,2,950,14.43,2005-03-29 05:23:54
2983,3,490,5.62,2007-02-23 06:07:16
2984,2,34,5.56,2006-08-28 17:26:50
2985,3,395,13.68,2006-04-24 11:01:39
2986,2,194,7.95,2005-07-22 05:00:39
2987,3,475,12.66,2007-10-11 21:58:51
2988,1,466,18.74,2009-04-14 11:06:30
2989,2,843,13.11,2008-01-12 04:25:49
2990,2,760,6.28,2006-03-26 10:40:25
2991,1,735,5.66,2008-09-06 17:12:09
2992,2,399,19.02,2005-06-23 07:00:34
2993,1,672,18.01,2009-12-30 07:47:44
2994,3,417,9.67,2007-09-20 14:44:58
2995,1,414,14.6,2005-06-09 14:20:39
2996,3,733,18.65,2005-10-12 15:16:52
2997,1,559,11.18,2006-07-05 01:04:27
2998,3,213,18.53,2009-11-12 09:49:32
2999,2,762,11.64,2005-08-06 23:29:50
3000,2,925,17.08,2007-08-15 17:12:30
3001,1,923,15.23,2009-08-09 13:30:20
3002,3,436,13.91,2008-06-26 07:54:16
3003,1,485,14.89,2007-05-18 23:28:27
3004,3,991,7.52,2008-08-11 10:14:51
3005,2,486,17.51,2007-02-16 18:12:47
3006,3,891,13.22,2008-06-06 15:09:13
3007,3,193,7.68,2008-12-23 17:35:13
3008,3,665,14.93,2006-12-08 23:19:17
3009,3,680,14.19,2006-11-23 21:05:11
3010,2,30,5.56,2007-10-07 01:14:23
3011,1,440,11.38,2005-07-12 18:00:04
3012,2,518,17.75,2009-03-26 21:22:24
3013,1,272,11.58,2008-11-04 05:08:10
3014,2,937,19.34,2009-02-28 06:32:41
3015,1,40,15.32,2008-01-03 21:59:51
3016,1,81,10.54,2009-01-06 15:01:23
3017,3,266,12.46,2005-07-14 08:13:51
3018,3,853,15.84,2005-11-26 15:51:23
3019,3,404,15.55,2007-06-05 23:29:28
3020,2,239,16.1,2008-09-24 03:32:42
3021,3,49,9.01,2008-07-11 22:27:30
3022,3,12,17.48,2006-08-21 04:44:29
3023,2,314,17.85,2008-01-30 22:56:16
3024,3,553,11.95,2005-02-11 18:06:56
3025,1,803,14.39,2005-01-07 15:00:31
3026,2,764,5.58,2006-04-15 13:22:11
3027,2,611,10.2,2009-07-14 04:04:33
3028,2,683,10.13,2009-09-25 23:06:36
3029,2,489,14.54,2007-08-07 16:18:53
3030,3,571,17.27,2008-09-15 05:15:55
3031,2,49,17.66,2008-01-29 22:56:22
3032,3,848,14.75,2007-10-11 14:03:50
3033,3,921,12.73,2007-09-12 17:37:19
3034,2,239,7.23,2008-10-09 03:27:35
3035,2,826,19.44,2007-09-30 03:09:41
3036,3,697,6.87,2005-08-10 08:33:06
3037,2,257,9.27,2006-04-01 13:44:56
3038,2,22,10.44,2008-09-05 00:26:51
3039,2,663,5.3,2006-07-23 22:50:47
3040,2,308,16.96,2007-09-10 15:07:28
3041,2,262,8.47,2007-04-26 13:31:26
3042,1,593,13.83,2007-02-20 13:07:20
3043,1,174,7.2,2006-08-02 10:52:12
3044,2,229,14.08,2008-08-20 09:46:55
3045,1,504,8.12,2008-12-08 23:40:11
3046,2,910,14.06,2007-04-04 17:48:41
3047,3,409,15.86,2009-01-16 02:23:23
3048,2,634,12.11,2005-09-21 13:01:18
3049,2,207,8.59,2007-02-12 13:04:41
3050,2,485,14.41,2007-04-07 07:28:16
3051,1,736,11.72,2009-04-23 03:51:44
3052,3,256,14.35,2007-01-07 21:29:17
3053,3,291,10.49,2009-09-28 08:39:56
3054,3,950,19.37,2007-08-27 12:44:13
3055,1,131,11.5,2007-06-20 05:27:36
3056,2,11,7.78,2006-05-18 06:26:56
3057,2,962,8.72,2007-04-29 04:05:57
3058,2,543,18.44,2007-07-12 05:54:48
3059,3,354,14.38,2006-04-29 00:39:03
3060,1,190,10.19,2005-06-16 01:11:10
3061,1,153,19.0,2006-06-07 13:57:11
3062,1,76,8.97,2008-02-29 08:35:43
3063,1,734,12.35,2007-09-16 04:17:19
3064,2,690,18.49,2009-01-04 12:18:31
3065,3,254,11.55,2007-02-03 18:13:34
3066,2,29,13.27,2008-01-14 06:16:44
3067,2,812,15.68,2006-01-27 08:20:52
3068,3,539,11.76,2008-10-03 15:28:50
3069,1,137,19.22,2005-10-14 02:59:27
3070,2,614,8.08,2008-08-05 02:16:31
3071,3,882,8.22,2009-09-26 11:20:39
3072,2,437,17.24,2005-02-12 02:30:01
3073,2,732,16.28,2005-08-29 03:22:34
3074,1,287,11.14,2005-10-12 10:54:12
3075,1,625,5.29,2007-04-18 10:24:44
